Event_ID,Event_Name,Event_Date,Event_Location,Event_Description,Event_Type,Event_Significance,Event_Casualties,Event_Duration,Event_Outcome,Event_Leader,Event_Country,Event_Continent,Event_Latitude,Event_Longitude,Event_Start_Year,Event_End_Year,Event_Cause,Event_Effect,Event_Source
1025,Everything easy game.,0651-02-23,Brownview,"Think seem more most very six. Describe knowledge where sort front east.
Recent save ground his. Everybody feeling shoulder response. Anything chair sit that police point friend.",Treaty,Low,56651,15,Victory,Angela Hull,Cape Verde,Antarctica,61.576324,-29.229144,782,674,Sister age present station history dream standard write move say.,Seat sister measure thus similar film.,https://morales-riddle.com/
1026,Prevent world including speech first exactly.,1518-06-13,New Ariana,"It somebody worker. Seven pressure tree little choose. Effect rise past group every great look.
Issue there once collection. Risk rock evening discover.",War,Medium,77204,220,Unknown,Eric Diaz,Egypt,Africa,2.5181545,-64.057065,-13,812,Agree phone the international woman traditional especially direction produce present.,Project in movie factor effect man involve grow federal material director in.,https://smith.biz/
1027,Free among American.,1572-12-03,West Christopherton,"War recent test describe. Car seat enjoy data suffer.
Car push message protect. Market citizen enter serious study other. Under small director machine. Quite still hour later wide evidence.",Natural Disaster,Medium,15424,333,Victory,Kevin Jones,Kuwait,Europe,-50.778868,62.641146,-270,-920,Risk little news success produce bad.,Near store threat hand physical maintain feel contain always budget reduce.,http://dorsey.com/
1028,Lawyer save theory hot.,0127-10-03,North Mark,Lawyer decision type voice million. Threat generation open news. Treatment election else half professional common religious hear.,Discovery,Low,75254,292,Treaty,Amy Miller,Sierra Leone,Asia,0.286803,167.772856,-1466,1143,Value western determine me manager former fast.,Night relate it teacher social challenge focus Democrat grow must reason.,https://www.chen.com/
1029,Base race treat.,0811-08-20,Port Alyssaberg,"Both beautiful film pressure despite. Plan manager religious course.
Ahead seem arrive force stock. Since about often will call former.",Revolution,Medium,30607,46,Stalemate,Stacy Calderon,Seychelles,Europe,53.398466,70.874328,-724,-1540,Alone financial hard such effort point.,Eight as figure town media look dark social guess truth.,http://www.holt-bryant.biz/
1030,Perhaps throw political quite ask party.,0666-05-08,Port Jenniferfort,Standard door than red few pass generation write.,Natural Disaster,High,79524,316,Victory,David Williams,Korea,South America,76.2346485,-133.904695,872,-1216,What clear politics dog pay ahead stand.,At pay site plant go game against.,https://www.hanson.com/
1031,Down country why.,1082-07-14,Curtisfort,"Simple court ten perhaps wear sing kitchen. Card week figure that concern become decide consider.
Enjoy end phone tend today. Long this the seven trouble study hope.",Revolution,Low,30217,254,Unknown,Tina Nunez,New Caledonia,Europe,15.277039,170.765848,-1206,-737,Technology beyond arm machine administration serve indicate decade provide draw major inside experience.,Way receive pass foreign chance about.,https://www.smith.org/
1032,Hour ball party walk keep home.,0346-08-28,Williamfurt,"Begin everything memory box sea media. Machine what catch need work because. Behavior visit source ten middle.
Up need close yet. How fact moment scientist. Heavy buy career exactly realize.",Revolution,Low,21677,69,Stalemate,Katherine Bowers,Australia,North America,54.5641195,-2.371808,320,273,We rock by American follow occur lead.,Tonight form affect job industry others tonight report building century.,http://miller.info/
1033,Assume benefit throw home.,1270-09-14,Christopherfurt,"Head good piece official international born subject particularly. Particularly nor call.
Create bed operation eye loss claim. Crime beyond benefit role. Type money bar end buy deep project.",Treaty,Medium,11505,163,Defeat,William Jones,Gibraltar,Europe,42.106302,165.543797,999,-1446,Movie all step able less after building theory history.,The marriage audience lawyer television school different watch thousand strategy dinner list government.,https://dawson.net/
1034,Should during finish stay.,0755-04-04,South Suzanne,"A parent teacher great way eat behind. Staff red since whom.
Age room section somebody book. Own somebody level chair civil detail report. Support full everything current remember brother main.",Revolution,Medium,71119,161,Unknown,Dr. Kenneth Reynolds MD,British Virgin Islands,Europe,25.603879,99.278162,658,-51,National especially medical officer else page project me show remember single.,Situation Democrat base money attention author factor.,http://www.wilson.net/
1035,Marriage from section recently person point.,0741-05-02,Lake Amandamouth,"Now buy history offer road. Charge brother travel season.
Worker plan worry. Car teach glass.
Kid model fill floor now. Happen red ground deal sense. Election tend kind during.",Revolution,Medium,90791,229,Stalemate,Victoria Mills,Kazakhstan,Europe,30.553759,167.042725,-1027,1191,Rock fine maintain whatever although meeting shake across.,On rest plan meeting south see.,http://cook-mayer.info/
1036,For offer land another lawyer.,0214-03-05,New George,Piece could card in goal machine. Order about list perhaps stage.,Treaty,Medium,87655,158,Stalemate,Charles Daniels,Togo,Africa,-3.8606175,114.612001,-584,-452,Board message think newspaper rather bed.,Management not none generation ok safe represent play that.,http://www.mendez.com/
1037,Every deal machine station pass.,0623-06-06,Port Amy,"Drop nearly western strong theory attorney.
Because push fill specific make. Raise federal unit price red. Happy push build say bit participant.",Treaty,High,16557,79,Victory,Victor Morgan,Gabon,Australia,-2.529755,-84.597416,-1117,1376,Movement strong someone ability raise popular traditional their large lot.,Anything southern beautiful own southern challenge interesting great list blue current.,http://www.welch-rivera.info/
1038,Effort popular receive.,1394-04-30,Port Mollyport,"Maybe eat store officer. Form son involve enough.
Look morning with. Because south stay nice.
Goal bed per.",Discovery,Low,16764,70,Stalemate,David Lawson,Luxembourg,South America,28.8287425,140.276900,82,564,Test process experience miss probably piece point rather decade.,Serious must practice answer involve military.,http://www.young-wilson.com/
1039,Where explain foreign power population mouth.,1542-10-31,Angelaport,"Technology section tend see effect. Administration director another hear effect option citizen.
Parent skin upon effort environmental. Phone save responsibility music left just.",War,Medium,88868,300,Unknown,Diana Hayes,Burundi,North America,-28.485728,-148.264630,-1972,-1324,Government value network beautiful threat back agree strong foreign.,Owner media federal project you best street movie wife billion story instead.,http://webb.biz/
1040,Country sort fact.,1275-01-16,West Monique,Explain low operation process enter. Success professional part conference commercial traditional. Team policy industry able voice.,Discovery,Low,45159,98,Stalemate,Brenda Ward,New Zealand,South America,-22.194303,51.389193,1672,83,White unit member movie there article knowledge report age.,Defense sister film apply garden measure week send pretty.,http://www.taylor.com/
1041,Necessary respond morning father somebody usually.,0347-09-11,Port Christina,View indicate our structure. Prepare realize weight mission. Player their impact manager style guy whom window.,Treaty,High,88731,219,Treaty,Debra Knight,New Zealand,South America,-51.462614,-0.719122,-162,-1717,Show agent stock personal social edge.,West offer common environment right thank concern religious government generation.,http://bates.org/
1042,Loss clearly according new beyond teacher.,0342-08-10,East Stephanieville,Paper skill then meet religious election seek. Me radio professor never. Hot at worker probably town pay however.,Revolution,High,85426,65,Unknown,Bradley Patel,Brazil,North America,-43.5001075,-16.524527,122,-1136,Into TV truth property hit drug entire community.,Writer expect join low beat receive.,https://jones.com/
1043,Group table lead federal recently against.,1747-06-05,Richardsonland,"Me right cover could detail media decade. Turn realize rise individual discover.
Herself million catch religious.
Appear talk identify worker send she whether. Realize make common heart set next.",Natural Disaster,High,83915,312,Defeat,Sheila Kirk,Guam,Australia,37.088794,-136.025174,1567,70,Student piece dark art indicate near.,Matter job summer structure should save maybe hard team subject.,http://burns.com/
1044,Cause though soon information.,0782-11-14,Gordonberg,"Design mother Congress over lot order. Modern then edge interview. Authority build woman score skill power example.
Allow yeah anything option soon live case. Down until we.",Natural Disaster,Medium,89787,338,Unknown,Kevin Rogers,Saint Helena,North America,1.2688935,38.688947,-1843,-157,Bar whom behind meet ability fine nice.,That six heart success foot guy sign investment interview quite cost determine.,http://www.hunt-miller.biz/
1045,That machine travel enter.,0323-04-23,Lake Samanthafort,Significant tell responsibility mother safe born. Ever everything instead become employee. Beautiful artist yourself fire.,Treaty,Low,87457,76,Unknown,Renee Oliver,Brazil,Africa,10.6095455,14.154683,1164,-719,Treat worry win toward process experience model generation community but.,History executive mind often factor author less fact seek bank.,http://williams-gregory.com/
